"","X","sitename","plotid","genotype","date","Stem","Leaf","Root","Rhizome","precip","LAI","NDVI","Height"
"1185843",1185843,"central","C",10013,"2004-05-18",0,1.34,1.42,1.53562551233022,0.00240521009239356,1.05,1.21,0.49
"1628073",1628073,"north","A",10050,"2004-07-03",15.24,4.87,3.85,5.80200689981143,2.54070551282268,3.46,1.52,2.54
"1129856",1129856,"south","C",10008,"2004-11-03",14.62,1.88,2.49,5.49210649026581,27.1263782652528,1.29,1.27,2.15
"783475",783475,"north","B",9980,"1999-09-24",17.55,6.49,5.8,2.81648715877099,0.0149386931941857,5.06,1.63,1.95
"434812",434812,"north","B",9951,"2004-07-02",11.36,3.66,2.26,1.15939368501291,0.00597442097534369,2.51,1.54,1.47
"1893041",1893041,"north","A",10072,"2007-08-27",3.17,2.68,2.41,2.92866209238894,0.0714098351310891,1.88,1.51,0.73
"875095",875095,"south","D",9987,"2004-09-03",31.79,4.4,3.42,10.980770558236,0,3.29,1.56,3.71
"2726735",2726735,"central","A",10141,"1999-08-06",12.97,6.87,6.26,2.37491181253376,0.00676405334910201,5.03,1.59,2.17
"1471901",1471901,"central","D",10037,"2007-09-11",6.72,2.23,1.82,4.25191330882474,0.442167758350618,1.28,1.38,1.1
"1017805",1017805,"central","A",9999,"1997-07-04",13.53,6.12,5.45,2.07881358379561,0.0367698362579667,4.25,1.57,1.83
"675041",675041,"north","B",9971,"1999-05-10",4.42,5.11,5.56,5.43989612930846,0,3.32,1.52,0.93
"1102900",1102900,"central","A",10006,"2007-09-28",13.6,1.99,1.51,5.33333837141293,0.724168487687368,1.43,1.43,1.81
"1374713",1374713,"north","A",10029,"1997-05-11",0,2.12,2.56,5.24322383353917,0,1.59,1.45,0.58
"979144",979144,"central","D",9996,"2000-08-03",12.25,2.42,1.66,4.09445258241875,0.83271698719833,1.56,1.46,1.68
"1901744",1901744,"north","D",10073,"2000-08-21",23.63,4.47,3.27,5.93964117727425,0.00193208059794346,3.06,1.6,2.64
"1459612",1459612,"north","A",10036,"2004-07-04",15.21,3.93,2.75,4.1444253467817,16.8266673924144,2.76,1.62,1.86
"2322085",2322085,"south","A",10107,"2004-09-06",23.63,5.14,3.65,9.00219059070634,0.0225127887096558,3.64,1.75,3.12
"657615",657615,"central","A",9969,"2007-07-26",10.09,2.19,1.81,3.06492658007409,2.85170709057465e-05,1.57,1.26,1.32
"1821611",1821611,"central","D",10066,"2004-07-11",14.47,4.46,3.3,3.64187050525747,5.22832782786344,3.05,1.67,1.92
"1853520",1853520,"north","D",10069,"2000-05-21",0.7,2.5,2.43,1.6336884091585,0.0142663240327836,1.86,1.27,0.59
"2217424",2217424,"north","A",10099,"2000-04-19",0,1.12,1.22,5.91557666995185,0.00860117635377414,0.85,1.15,0.43
"2530921",2530921,"central","D",10125,"1997-05-28",2.35,3.01,3.25,2.3158737454158,5.16455581946863,2.2,1.48,0.69
"2082971",2082971,"north","B",10088,"1999-07-18",21.09,8.31,7.32,3.16477112543586,19.2951112178457,5.88,1.74,2.5
"926245",926245,"south","A",9991,"2004-08-25",19.53,5.3,4.14,5.27043096124282,7.08412375739024,3.84,1.62,2.19
"2397142",2397142,"north","C",10114,"2004-05-31",8.38,3.94,3.68,3.95496403208944,42.3342008198997,2.94,1.53,1.14
"1349296",1349296,"north","B",10027,"2004-06-08",4.42,3.05,1.99,1.26852403365373,0.04673050830997,1.99,1.49,0.93
"2010865",2010865,"north","B",10082,"1999-10-18",21.67,6.89,6.6,3.39110111333262,0.222903971517533,5.09,1.76,2.56
"1964019",1964019,"north","C",10078,"2004-08-04",21.96,4.91,3.87,5.00573371517806,0.0907263937504688,3.42,1.67,2.46
"2127193",2127193,"south","B",10091,"1999-10-25",15.27,3.54,4.48,6.07851554582412,0.00351429587470648,2.54,1.41,2.22
"1935247",1935247,"south","B",10075,"2007-10-29",2.85,3.1,2.98,3.72833398155445,0.001417843763144,2.01,1.47,0.87
"1189229",1189229,"south","C",10013,"1997-04-18",0,0.06,0.05,3.87113209988754,0.0212165204383496,0.04,0.87,0.13
"1002338",1002338,"north","A",9998,"2004-06-14",11.35,3.95,3.11,2.77917238433849,0.43615671016344,2.8,1.54,1.57
"2592689",2592689,"central","B",10130,"2004-05-18",6.52,4.73,4.61,6.12344364471284,1.3157551627169,3.39,1.59,0.97
"72136",72136,"south","A",9920,"2007-09-07",9.25,3.51,3.57,2.89499080134475,8.33816349027412,2.5,1.41,1.35
"1322210",1322210,"south","C",10024,"2004-05-13",0,3.16,3.32,4.56125232503737,4.61488908419076,2.19,1.44,0.76
"1954156",1954156,"central","D",10077,"2007-06-02",7.24,3.21,3.14,2.73312928958752,6.01110458648825,2.36,1.45,0.92
"792836",792836,"south","C",9980,"2004-07-30",12.2,4.47,3.1,5.12385914565668,0.0501736102331191,3.21,1.51,2.09
"1717679",1717679,"south","B",10057,"1997-05-04",0,1.65,1.68,5.86414882686082,16.9499220509162,1.16,1.28,0.48
"1217480",1217480,"north","C",10016,"1999-04-18",0,2.06,1.87,6.17437240608987,9.84607299312646,1.51,1.32,0.52
"1530655",1530655,"north","C",10042,"2000-08-11",15.8,3.71,2.81,5.6431814117868,0.0672015943681499,2.76,1.68,2.17
"531566",531566,"north","C",9959,"1997-10-20",26.21,4.22,3.49,9.82796148272875,0.00470527971652491,2.96,1.52,3.33
"357996",357996,"south","B",9944,"1997-06-19",7.4,4.31,4.02,3.25307205608528,0.00868163529687353,3.17,1.57,1.36
"798436",798436,"central","D",9981,"1999-07-21",15.32,4.05,3.14,3.67197994105798,0.607269554988602,2.97,1.53,1.87
"807873",807873,"north","B",9982,"2004-08-09",22.51,4.3,2.6,5.85202267836985,0,3.08,1.59,3.04
"1549266",1549266,"south","B",10043,"1997-06-22",8.92,4.15,3.72,3.03454520467128,0.962722004272772,3.07,1.56,1.58
"437735",437735,"central","D",9951,"2004-04-21",0,0.55,0.57,5.83232243956837,4.03660241076299,0.38,0.92,0.29
"1053509",1053509,"central","C",10002,"2004-06-16",7.46,3.31,2.22,1.34786134187323,0.00309041281784651,2.26,1.56,1
"935772",935772,"south","B",9992,"1999-05-24",10.94,4.81,4.73,3.48058019214024,6.00914705557899,3.63,1.49,1.16
"381020",381020,"south","D",9946,"1997-06-17",7.7,3.96,3.92,3.4232016665823,3.52877930254823,2.66,1.63,1.16
"2606528",2606528,"central","A",10131,"2000-05-22",0,2.29,2.11,1.23920966971247,0.360488415691407,1.54,1.36,0.6
"2314677",2314677,"central","D",10107,"1999-10-12",12.78,2.72,4.11,3.55318637329657,0.0189520283635695,1.89,1.46,2.11
"89414",89414,"central","B",9922,"1999-04-17",0.84,2.12,2.03,4.57201587417699,0.441188968394122,1.42,1.35,0.53
"2105376",2105376,"south","A",10089,"2004-05-14",2.8,4.42,4.15,5.98919474035739,12.166106489109,2.87,1.49,0.69
"1727627",1727627,"central","C",10058,"2007-09-17",10.12,2.41,2.16,5.71686851060085,0,1.74,1.39,1.84
"2242860",2242860,"central","D",10101,"2004-10-13",15.02,2.98,3.6,6.22422981916266,19.0282075488683,1.89,1.4,2.29
"1968292",1968292,"central","C",10078,"2007-09-22",8.66,2.07,1.76,6.72444441978035,0.0471478032955167,1.36,1.39,2.31
"1025223",1025223,"north","C",10000,"2000-06-26",9.5,4,3.87,2.11331647212014,4.49149526745107,2.96,1.6,1.74
"1264251",1264251,"north","D",10020,"2007-05-13",0,1.46,1.83,2.43431412623319,0.000151831766322545,0.85,1.24,0.49
"2660821",2660821,"north","B",10136,"2000-09-23",28.77,3.92,2.53,8.28983386228856,28.6090199032421,2.7,1.42,3.06
"2153031",2153031,"south","A",10093,"1997-09-07",20.22,5.92,4.48,5.71864992223693,0.00337991904065048,3.92,1.53,2.42
"340957",340957,"central","D",9943,"1997-07-09",12.38,3.98,2.86,2.20073018786659,0.40959925866587,2.77,1.64,1.79
"1135900",1135900,"central","D",10009,"2007-05-21",2.42,3.19,3.44,3.38238487917766,0,2.24,1.38,0.84
"2257032",2257032,"central","C",10102,"2007-08-01",8.72,2.26,1.99,3.33221244963224,0,1.55,1.45,1.4
"1903696",1903696,"north","C",10073,"2000-08-29",20.71,4.04,3.36,7.13833830904612,5.4546633249143,2.77,1.67,2.67
"2523785",2523785,"south","D",10124,"2007-08-16",4.97,2.93,2.78,3.16040351656412,0.115197794715155,2.04,1.29,0.77
"1060302",1060302,"north","B",10003,"2000-05-16",1.84,2.26,2,1.82317219291014,0.0380700427437351,1.5,1.22,0.56
"369918",369918,"south","D",9945,"2007-09-25",4.25,2.81,3.01,3.1715408525985,0.00216117365039307,1.94,1.35,0.7
"1499211",1499211,"central","A",10039,"1997-09-28",16.64,6,5,2.77915944664617,0.000643581088386189,4.44,1.73,2.21
"1844349",1844349,"north","A",10068,"1999-09-19",17.27,5.96,4.91,6.53760489262691,0.0116797451582586,3.99,1.51,2.56
"1112446",1112446,"central","B",10007,"2000-05-14",1.71,1.34,1.45,1.34324467953209,9.03573419050712,0.96,1.18,0.46
"1483431",1483431,"north","A",10038,"2000-05-09",3.1,2.83,3.11,4.03723962373695,0.403345133236184,2.2,1.42,0.62
"2174495",2174495,"south","D",10095,"2000-10-24",23.52,2.5,3.46,8.89514877876332,0.494102440865163,1.89,1.52,2.96
"1107587",1107587,"north","D",10007,"2000-09-11",28.9,4.81,3.35,9.5043850004695,6.16805556266168,3.41,1.6,3.77
"2215903",2215903,"north","B",10099,"2007-08-01",5.72,2.61,2.45,4.34044411598332,0,1.85,1.35,1.58
"859083",859083,"central","D",9986,"2004-10-31",11.53,2.66,3.65,3.8980596892177,2.48575413445853,1.85,1.4,1.48
"2178268",2178268,"north","D",10096,"1999-07-10",16.13,7.88,5.92,2.80317099542491,7.08613381207129,5.39,1.62,2.38
"1243032",1243032,"north","A",10018,"2004-07-18",19.36,4.44,3.05,5.94980172889236,10.9523918176969,2.94,1.69,2.38
"55303",55303,"central","A",9919,"1999-04-22",0,2.76,2.84,7.14453767694597,6.28562188676689,2.08,1.43,0.59
"1618261",1618261,"central","B",10049,"2007-06-11",7.83,3.65,3.34,2.52875894653181,0.012556942430073,2.62,1.54,1.28
"1726052",1726052,"central","B",10058,"1999-09-14",18.76,4.26,3.69,5.60768806291368,0.833462200753806,2.86,1.49,2.5
"1206214",1206214,"north","A",10015,"2007-10-30",0,2.53,2.27,2.84951194314913,0,1.72,1.36,0.66
"80910",80910,"south","D",9921,"2004-08-27",33.03,4.9,3.38,10.8149209220241,20.8821335047731,3.34,1.57,3.45
"2366710",2366710,"south","D",10111,"1999-07-14",12.81,5.81,5.15,3.52797773619725,0.0113474113241016,4.21,1.58,1.73
"2601241",2601241,"north","C",10131,"1997-10-19",25.38,3.7,3.21,9.08538814858312,0.00310255127620507,2.6,1.48,3.06
"1857265",1857265,"central","D",10069,"1999-05-07",2.61,3.47,3.3,2.51524161122516,13.9640528730005,2.31,1.44,0.76
"1798605",1798605,"central","B",10064,"2004-08-20",15.79,5.71,4.96,4.45424105652883,0.579016375438539,4.22,1.56,2.26
"1011680",1011680,"north","D",9999,"2007-09-12",10.83,2.74,2.31,6.93283455689836,2.19253925383738,1.83,1.45,2.16
"797566",797566,"north","A",9981,"2000-05-25",4.63,3.09,3.49,2.88445263758014,0.0126582351402618,2.29,1.43,0.85
"2440488",2440488,"south","B",10117,"2007-06-06",1.56,2.32,1.98,2.9344054840274,4.01413143230174,1.5,1.52,0.57
"69148",69148,"south","B",9920,"1997-04-24",0,1.07,1.09,8.129462712532,0.0936413738416199,0.76,1.08,0.41
"42511",42511,"central","C",9918,"2000-04-30",0.7,0.86,0.86,2.24917737660162,1.29321397181243,0.66,1.09,0.33
"1194068",1194068,"north","C",10014,"2007-07-09",0,2.61,2.6,2.99314348962044,0,1.97,1.38,0.74
"1022183",1022183,"south","A",9999,"1999-10-18",19.83,2.7,3.67,4.15250766544875,1.44531898878711,1.63,1.32,2.44
"1812817",1812817,"central","A",10065,"2007-08-29",14.82,2.5,2.66,5.65337791672468,0,2,1.4,2.02
"1347611",1347611,"south","A",10026,"2007-08-15",6.37,3.73,3.29,2.96233010977575,0,2.5,1.42,1.4
"410970",410970,"north","B",9949,"2007-08-18",13.19,2.73,2.23,5.25499793421842,0,1.84,1.37,1.64
"581123",581123,"north","A",9963,"2004-04-15",0,1.13,1.15,7.44468885145677,0.00439120468532527,0.73,1.13,0.39
"1104405",1104405,"south","B",10006,"2000-04-24",0,1.35,1.21,5.83436163884743,2.81128634581428,0.86,1.11,0.4
"1463901",1463901,"central","A",10036,"2007-10-09",13.45,2.14,1.68,5.90112321988024,0.781400956168361,1.39,1.34,1.96
"239221",239221,"south","C",9934,"2004-04-24",0,0.3,0.3,2.08231923697538,20.5189390743341,0.21,0.88,0.23
"2577143",2577143,"north","C",10129,"1997-09-17",26.84,4.11,3.61,8.9192916269747,0.160885582783913,2.97,1.54,3.13
"2617217",2617217,"central","C",10132,"1997-06-22",9.71,5.07,4.93,2.10169981382164,34.4877668133333,3.69,1.63,1.32
"324788",324788,"south","A",9941,"2007-07-28",10.9,3.62,3.18,3.13045115240027,2.62808082123294,2.45,1.6,1.41
"1947386",1947386,"south","C",10076,"1997-07-05",9.97,4.2,2.62,1.68783797713276,6.99874804243299,3.06,1.57,1.75
"660733",660733,"south","C",9969,"2007-09-07",6.15,3.4,3.27,2.59359904468465,7.30231713037232,2.35,1.52,0.97
"2516778",2516778,"north","B",10124,"2007-09-20",18.7,2.79,2.73,8.00164901129462,0.537041727686642,1.8,1.38,2.27
"1432765",1432765,"north","D",10034,"2007-07-04",6.61,2.46,2.14,1.94967251357825,0.584745147919486,1.66,1.35,1.04
"2111650",2111650,"central","B",10090,"2007-07-17",7.32,4.19,4.15,2.9949182170003,1.52368130708108,3.03,1.41,1.36
"1094615",1094615,"south","A",10005,"2004-05-25",5.83,4.12,3.74,4.45046469108652,0.406231628109089,2.74,1.61,1.08
"575293",575293,"south","B",9962,"2004-09-21",35.51,4.41,3.96,13.5736430917406,0.00181529023712975,3.26,1.6,4.07
"80211",80211,"south","D",9921,"1997-07-03",14.35,4.12,3.48,2.60984072733807,0.117190105242834,3.27,1.53,1.87
"1768870",1768870,"north","D",10062,"1997-05-05",0,1.34,1.41,5.35844707531695,0.0513124538837017,0.97,1.29,0.46
"894123",894123,"north","A",9989,"2004-09-04",31.77,4.55,3.49,11.3948687148873,0.00776378953584663,3.43,1.53,3.42
"390427",390427,"central","B",9947,"1999-10-22",8.1,2.88,4.23,2.93398416194076,0.00489350725757675,2,1.46,1.38
"528406",528406,"south","C",9958,"2007-10-13",4.92,2.46,2.99,2.701320565911,0,1.63,1.34,0.9
"1707972",1707972,"south","A",10056,"1999-07-18",19.18,4.82,3.8,4.62539517290868,1.51544571347941,3.46,1.55,2.41
"1635041",1635041,"south","C",10050,"2004-04-16",0,0.15,0.16,5.29786866885187,0.00203146009454694,0.1,0.84,0.2
"675164",675164,"north","B",9971,"1999-09-10",19.05,8.42,6.82,2.96373868599513,0.00299358331377688,5.49,1.72,2.53
"1171071",1171071,"central","D",10012,"2007-09-06",4.16,2.7,2.38,3.13192003748623,0.00153751020973545,1.86,1.46,0.8
"2629244",2629244,"central","C",10133,"1997-06-16",5.88,4.59,4.81,2.16886513752604,5.62761169834505,3.42,1.6,1.07
"1902080",1902080,"north","D",10073,"2007-08-01",7.26,2.53,2.23,4.09226933125205,0,1.91,1.34,1.45
"1818052",1818052,"north","B",10066,"1997-08-04",14.64,5.33,4.48,1.9287308753232,1.70201656714844,3.58,1.71,2.11
"717236",717236,"central","A",9974,"1999-08-18",18.03,7.44,6.4,2.65599177791227,0.00994602468335733,5.39,1.85,2.47
"1561455",1561455,"south","B",10044,"1999-04-21",0,2.89,3.05,7.89699696666232,1.01124725740995,2.38,1.45,0.65
"2598924",2598924,"south","A",10130,"2007-04-18",0,0.87,0.81,5.68650526273428,0,0.6,1.05,0.38
"2550745",2550745,"south","A",10126,"2004-10-09",12.65,3.79,4.04,5.0240059768483,0.0253208811480053,2.39,1.46,2.23
"1514445",1514445,"south","C",10040,"1999-08-08",18.79,4.91,4.06,4.24916208473489,4.90321177150259,3.75,1.64,2.5
"913529",913529,"south","A",9990,"1997-05-27",0.24,3.06,3.35,2.44974828816276,14.4294601967904,2.24,1.59,0.74
"2437442",2437442,"central","C",10117,"2007-05-08",0,1.35,1.33,3.1166585815624,0.00912348395381921,0.82,1.08,0.41
"2189624",2189624,"south","A",10096,"2004-05-31",5.62,4.57,3.83,3.96931647757434,5.00584865911153,3.26,1.64,1.11
"1269105",1269105,"central","B",10020,"2004-07-03",22.42,6.4,4.9,4.94973096351836,3.73078769899241,4.37,1.57,2.66
"1944956",1944956,"central","A",10076,"2004-07-25",18.5,3.25,1.68,3.28050446164705,0,2.41,1.53,1.92
"2575912",2575912,"north","D",10129,"2007-07-16",8.33,2.59,2.41,3.13725110596969,0.000972447942118781,1.87,1.51,1.28
"2715578",2715578,"south","D",10140,"1999-04-16",1.76,2.41,2.5,7.58994625563637,27.4203645354989,1.65,1.39,0.54
"576933",576933,"south","A",9962,"1999-09-19",19.22,3.78,3.73,5.7924009487404,0.0090723387371148,2.58,1.55,2.83
"464262",464262,"central","A",9953,"1997-06-09",3.27,4.75,5.07,2.61544230722238,0.792907338964916,3.57,1.67,0.89
"1883469",1883469,"central","C",10071,"1999-08-16",12.84,5.52,4.74,1.99149250483358,0,4.06,1.73,1.93
"2495511",2495511,"central","D",10122,"2004-09-01",13.71,4.76,3.46,4.85915888661969,0.0371711422163373,3.33,1.65,2.22
"2598195",2598195,"south","A",10130,"1997-07-12",16.4,5.22,4.12,3.66003076671786,0.00490612416171697,3.62,1.7,2.06
"794427",794427,"north","D",9981,"1999-05-25",4.72,4.63,4.23,2.68822392250768,0.402947039244266,3.48,1.61,0.96
"2602691",2602691,"north","A",10131,"2004-05-09",0.03,2.3,2.33,4.05906545255384,0.0360710043590507,1.57,1.42,0.54
"1713092",1713092,"central","D",10057,"2000-05-30",2.42,1.58,1.23,0.97181040118186,0.00790975541312908,1.02,1.17,0.64
"504335",504335,"south","C",9956,"2007-10-08",0.49,2.33,3.54,2.76449655211477,0,1.77,1.37,0.99
"464803",464803,"central","A",9953,"2004-04-22",0,0.3,0.28,2.06742831376259,12.0172620550972,0.17,0.93,0.23
"739805",739805,"central","B",9976,"2007-04-25",0,1.66,1.72,5.34095750488975,2.77745568128417,1.16,1.28,0.47
"2314129",2314129,"north","A",10107,"2007-06-21",0.86,2.62,2.14,2.79346610561072,0,1.87,1.34,0.65
"196507",196507,"central","D",9931,"1997-05-16",2.5,2.05,2.04,2.46241410915922,0.0126999791155759,1.45,1.39,0.51
"2346671",2346671,"north","D",10110,"1999-05-12",6.07,5.69,6.03,5.75119953641323,19.5683113860244,4.09,1.66,1.01
"582478",582478,"central","B",9963,"2007-08-25",6.09,3.54,3.24,2.48427670680815,0.0384335326528544,2.41,1.53,1.14
"1118050",1118050,"south","A",10007,"1997-04-17",0,0,0,4.19754189601928,0,0,0.81,0.05
"852219",852219,"south","B",9985,"2007-09-01",1.74,2.79,2.86,3.21714544805072,0.00425937705500299,1.94,1.4,0.71
"952927",952927,"north","C",9994,"1999-10-08",13.71,4.65,5.68,3.85308092294502,0.0630019227708892,3.5,1.57,2.2
"182128",182128,"north","B",9930,"2004-07-11",14.09,4.14,2.37,2.0728902336638,3.12795786690728,2.92,1.64,2.03
"1140401",1140401,"south","B",10009,"1999-07-31",17.81,5.45,4.82,6.4243544772961,0.00282224380975632,4,1.59,2.41
"1464516",1464516,"south","D",10036,"2000-09-22",22.79,3.47,2.75,7.2732032702383,1.31033728303506,2.53,1.48,2.75
"2078655",2078655,"south","B",10087,"1997-04-20",0,0.68,0.71,8.6965556654474,7.99465432113716,0.51,0.96,0.37
"2258841",2258841,"south","D",10102,"2004-07-16",14.3,3.56,2.67,3.84306426492778,0.00360581627216732,2.53,1.47,1.61
"2426181",2426181,"central","A",10116,"2004-04-21",0,0.22,0.26,2.00246019887213,15.4707679254043,0.17,0.83,0.2
"970099",970099,"central","A",9995,"2000-07-20",19.89,5.32,3.77,3.48798483643886,0.0177138114951237,3.98,1.72,2.49
"1117907",1117907,"south","C",10007,"2007-06-19",4.82,3.52,3.27,2.37977994349447,1.48278583362233,2.41,1.56,1.16
"1386255",1386255,"north","C",10030,"2000-08-07",17.02,4.62,3.63,5.76325674453267,2.99222148348511,3.51,1.6,2.05
"1903876",1903876,"north","C",10073,"2004-08-26",17.48,4.45,3.7,8.75514916406417,21.5224966163618,3.43,1.73,2.89
"2651492",2651492,"central","D",10135,"1999-06-25",10.23,4.92,3.67,3.00186323487064,6.6661709205293,3.21,1.67,1.62
"1112853",1112853,"central","B",10007,"2007-05-20",5.27,3.39,3.44,3.44178613378903,0.00152978639150467,2.54,1.59,1.04
"1041706",1041706,"central","C",10001,"2007-08-08",10.01,2.06,1.89,3.75904460143438,48.683134642912,1.65,1.35,1.49
"725572",725572,"north","A",9975,"2004-06-07",9.69,3.83,2.93,3.15293418202681,0.0216836004495218,2.98,1.48,1.39
"2728732",2728732,"south","B",10141,"1999-07-06",13.88,5.24,4.78,4.07919635724914,0,3.44,1.61,1.73
"35508",35508,"south","A",9917,"2000-05-02",0,0.84,0.89,2.17003040295037,0.172482522839379,0.54,1.08,0.37
"37639",37639,"north","B",9918,"2000-10-05",30.71,4.52,3.48,10.7093513968596,19.3212647057439,3.38,1.65,3.94
"538187",538187,"south","D",9959,"2004-09-19",34.46,4.5,3.28,12.1434545147417,0.00181529023893648,3.28,1.59,3.77
"2547492",2547492,"south","D",10126,"2000-09-28",22.93,3.63,2.87,7.68248494784035,0,2.29,1.53,3.07
"250571",250571,"south","B",9935,"2007-09-03",9.09,2.35,2.33,5.01965346769124,0.00207194543710244,1.48,1.28,1.29
"2584780",2584780,"south","B",10129,"2004-08-28",30.26,4.62,3.68,10.7281382899687,2.47970148992879,3.09,1.54,3.32
"862658",862658,"south","D",9986,"1999-09-25",12.92,5.52,4.97,4.21319552675853,0.0106652617445776,3.92,1.73,1.95
"2604197",2604197,"central","B",10131,"1997-07-25",12.4,4.36,3.24,4.13219682209754,4.40993504534832e-05,3.15,1.64,2.08
"1098437",1098437,"north","A",10006,"2000-07-10",2.76,3.8,3.13,3.61802576513274,0.872968262629832,2.52,1.48,1.56
"2667023",2667023,"central","A",10136,"2007-04-14",0,0.06,0.06,3.8439584974594,0.0183982844898159,0.04,0.82,0.12
"2473090",2473090,"central","C",10120,"1999-08-20",16.55,7.26,7.1,2.3501030971179,12.6238091623697,5.14,1.65,2.61
"2699276",2699276,"central","D",10139,"2007-09-20",4.64,2.55,2.51,3.05881507173308,0.197712554201857,2.03,1.34,0.77
"465993",465993,"south","D",9953,"2004-09-23",29.9,4.49,3.25,11.454905412732,0,3.08,1.59,3.68
"4407",4407,"central","D",9915,"2000-05-31",2.87,1.85,1.4,1.08057712763357,0.00159527632910965,1.13,1.24,0.73
"2006543",2006543,"south","B",10081,"1997-07-15",7.85,4.19,3.52,3.34060912756604,9.20089586238312,2.96,1.49,1.85
"1162708",1162708,"central","A",10011,"2004-04-13",0,0,0,2.79166991690044,0,0,0.81,0.04
"1799540",1799540,"central","C",10064,"2004-06-01",1.6,2.1,1.85,0.960807264626907,18.724282651832,1.52,1.41,0.72
"498700",498700,"central","B",9956,"1999-09-28",15.13,3.55,4.54,3.00621914490257,0.000245112863746989,2.5,1.46,2.07
"2568224",2568224,"central","B",10128,"1999-04-29",1.53,3.58,3.4,4.6210261275659,11.9586414614505,2.68,1.5,0.68
"2583901",2583901,"south","D",10129,"2007-06-28",2.01,2.55,2.51,2.87422390731004,1.36158436019327,1.92,1.46,0.72
"1728039",1728039,"central","A",10058,"1999-09-18",18.21,6.89,5.72,2.88795730995139,0.00164904890182227,4.8,1.6,2.5
"1406416",1406416,"south","C",10031,"2004-04-18",0,0.41,0.4,7.18785363369768,0.00203146009454694,0.27,0.95,0.27
"206207",206207,"north","B",9932,"2004-07-24",17.82,4.13,2.31,3.52520690515722,0.00687420019743476,3.24,1.53,2.32
"2332013",2332013,"south","B",10108,"2004-06-15",10.4,4.43,3.39,3.32859096876966,0.0602113250538518,3.17,1.61,1.68
"1424107",1424107,"central","D",10033,"1999-06-06",13.27,5.3,4.49,2.19968346599259,9.16976197780054,3.71,1.55,1.77
"524985",524985,"central","A",9958,"2004-05-09",0.63,0.89,0.82,1.46307556186407,6.30476955940371,0.51,1.03,0.36
"1845278",1845278,"central","D",10068,"1999-06-22",14.39,5.49,4.27,2.03993772380767,1.53076628947495,3.8,1.64,1.68
"1237245",1237245,"south","B",10017,"2007-08-02",2.2,2.18,1.88,2.65348985981933,0,1.57,1.31,0.75
"1595379",1595379,"central","A",10047,"1997-06-24",10.39,6.06,5.92,2.38919564892685,1.36635860107391,4,1.44,1.7
"914901",914901,"north","D",9991,"1999-10-16",20.59,7.46,6.92,3.22792361465765,0.395944074752568,4.89,1.64,2.46
"1385723",1385723,"north","C",10030,"1997-04-17",0,0.38,0.33,8.28376343259685,2.04134637038021,0.23,0.89,0.26
"638641",638641,"north","D",9968,"2007-08-27",14.9,2.63,2.25,5.87425847305362,0,1.85,1.4,1.97
"295640",295640,"central","C",9939,"2007-07-19",2.39,1.14,0.65,1.28919122894753,1.63045752996831,0.75,1.04,0.94
"2704049",2704049,"south","D",10139,"2004-07-03",15.97,4.34,3.21,3.69487353179451,1.11409740413631,3.04,1.68,2.16
"218364",218364,"north","B",9933,"2007-06-01",3.51,2.84,3.81,3.1905426453162,5.45295229594516,2.03,1.62,0.78
"1027012",1027012,"central","D",10000,"1999-05-31",14.64,5.84,4.44,2.42137066953222,2.87204302896741,4.11,1.59,1.81
"1947206",1947206,"south","B",10076,"2007-08-16",0.22,2.85,2.6,3.33619666556674,0.162155370149406,2.32,1.51,0.84
"1025850",1025850,"north","A",10000,"1997-08-13",18.46,4.65,4.39,4.8787403445646,9.61201381524371,3.18,1.46,2.43
"1960245",1960245,"south","C",10077,"2007-07-17",4.16,3.39,3.37,2.41969129229371,0.415879208578825,2.55,1.44,1.05
"2595223",2595223,"south","D",10130,"1997-10-26",30.41,4.48,4.7,11.2534844719036,0.702880408257026,3.31,1.65,3.77
"2498032",2498032,"central","A",10122,"1999-05-22",7.94,5.37,5.41,3.74035723625558,4.60300629241553,4.39,1.65,1.11
"505680",505680,"north","D",9957,"1999-07-09",22.98,8.83,7.96,3.27260909390862,1.55125949226811,5.73,1.52,2.76
"1005812",1005812,"central","A",9998,"1997-08-13",16.58,6.12,4.97,1.72093742837757,11.8824388414272,4.06,1.74,2.07
"1404412",1404412,"south","D",10031,"2004-04-21",0.37,0.62,0.5,4.43305022625399,30.7066082826748,0.37,1.02,0.3
"1324434",1324434,"north","D",10025,"2007-05-31",1.07,2.55,2.73,2.87526294930106,0.20892104163036,1.7,1.39,0.64
"2357243",2357243,"south","C",10110,"2007-04-17",0,0.82,0.81,6.55869080830223,0,0.53,1.07,0.42
"2314308",2314308,"central","D",10107,"1997-05-09",0,1.66,1.66,3.75378525572352,12.983314372419,1.13,1.13,0.51
"2034831",2034831,"north","B",10084,"1999-07-10",17.78,7.95,6.67,2.81735463443624,5.67043271251324,5.45,1.57,2.45
"751401",751401,"central","B",9977,"1999-10-06",11.56,3.36,5.13,2.88764533301421,0.00973875581792397,2.09,1.51,2.19
"2450952",2450952,"south","D",10118,"1999-07-25",15.9,5.73,4.96,4.66707567467267,6.47528489731776,3.85,1.68,2.05
"1715499",1715499,"central","C",10057,"2007-06-14",0,1.76,1.58,1.45648446188865,0,1.21,1.26,0.72
"1876155",1876155,"south","A",10070,"1997-05-13",0,2.36,2.39,3.68442333702419,0.083040441278444,1.61,1.36,0.59
