"","X","sitename","plotid","genotype","date","Stem","Leaf","Root","Rhizome","precip","LAI","NDVI","Height"
"1285258",1285258,"south","B",10021,"2004-10-09",28.6,4.46,3.3,13.8989366992758,6.10422979558986,3.31,1.68,3.85
"2613286",2613286,"north","C",10132,"1999-03-27",0,0.13,0.13,8.74754758761233,0.0120006560749063,0.1,0.85,0.18
"2584514",2584514,"south","B",10129,"2000-06-13",7.98,4.2,3.92,3.07484598544875,11.2978217199265,2.99,1.53,1.24
"2272917",2272917,"south","C",10103,"2004-08-21",17.89,4.66,3.21,5.98544199100959,7.85515935138171,3.04,1.56,2.46
"1898646",1898646,"south","B",10072,"2000-06-26",5.8,4.19,3.67,3.20709299440564,4.53005127626319,2.93,1.43,1.5
"422646",422646,"north","B",9950,"2000-08-17",21.29,4.58,2.84,5.8645448851771,0.732516006572468,2.96,1.57,2.83
"2317594",2317594,"central","A",10107,"1999-07-18",17.04,7.38,6.26,2.8453787491897,13.7528226473639,5.49,1.73,2.68
"1152192",1152192,"south","B",10010,"1997-07-07",14.1,4.57,4.03,3.06104813990354,1.08875518586824,3.16,1.51,1.8
"600038",600038,"south","C",9964,"2000-05-01",0,0.67,0.67,1.74447121639695,0.010407433279381,0.43,1.09,0.32
"1767319",1767319,"south","C",10061,"2000-07-20",5.61,2.26,1.67,2.86119910206084,25.834794402904,1.47,1.32,1.4
"507103",507103,"north","B",9957,"2004-10-03",27.04,3.95,2.68,7.69006572575202,8.97099931170594,2.92,1.5,2.94
"1892651",1892651,"north","A",10072,"2000-08-15",21.86,4.19,4.02,8.11054664663646,0.00993575316136355,2.89,1.62,2.65
"2263102",2263102,"north","D",10103,"2007-09-02",15.04,2.67,2.21,5.67959792641604,0.0025985299072123,1.83,1.41,1.97
"1413796",1413796,"central","C",10032,"2007-09-15",9.66,3.04,2.75,3.26453402798592,0.173149351691205,2.12,1.38,1.32
"1447289",1447289,"north","A",10035,"1999-10-18",23.6,3.69,5.1,6.80459354446833,3.32812125985192,2.66,1.67,2.69
"2713273",2713273,"central","B",10140,"2007-06-20",10.03,4.03,4.38,2.98737830685899,16.634975778686,3.29,1.6,1.3
"1118334",1118334,"south","A",10007,"1999-06-27",15.45,4.99,3.88,2.75798148667926,10.8581574138556,3.31,1.55,2.07
"265546",265546,"north","D",9937,"2007-06-16",3.15,1.85,1.77,1.68870663928127,0.026827168821985,1.35,1.28,0.7
"776269",776269,"central","C",9979,"1997-10-01",28.44,6.7,5.12,6.56801147405602,0.00915265842993709,4.53,1.75,3.04
"678029",678029,"central","D",9971,"1999-05-05",3.94,4.32,4,3.264783606882,3.42361977375358,3.11,1.59,0.85
"2610115",2610115,"south","C",10131,"2007-10-13",3.08,2.03,3.01,2.53620762534524,0,1.71,1.34,0.84
"177191",177191,"south","D",9929,"2004-09-13",30.85,4.75,3.45,11.2372127705743,0,3.18,1.61,3.47
"836298",836298,"central","C",9984,"1997-05-18",0.73,2.81,2.74,4.45826151352241,0.562639049116242,1.92,1.49,0.58
"1458708",1458708,"north","C",10036,"2004-10-18",24.48,3.73,3.29,10.114844992839,0,2.46,1.42,3.14
"5497",5497,"central","B",9915,"2000-08-09",15.29,2.5,1.64,4.29625986635606,3.72366751968053,1.76,1.56,1.76
"2199038",2199038,"south","B",10097,"1997-06-12",4.94,3.6,3.22,2.99101974857891,4.57085481831174,2.47,1.53,0.92
"1686658",1686658,"north","C",10055,"1997-08-05",12.13,4.04,4.48,3.82098277625879,8.91506289551456,2.94,1.53,1.92
"783634",783634,"north","B",9980,"2000-08-15",20.5,4.28,3.08,5.00789886038727,0.00993575316257959,3.12,1.52,2.65
"1887457",1887457,"south","C",10071,"1999-07-28",15.79,4.29,3.19,3.26613584794939,0.213820333568533,2.91,1.55,1.85
"155178",155178,"south","C",9927,"2004-10-29",11.13,2.46,3.47,4.3161657000049,3.60015933070934,1.67,1.46,1.63
"1207431",1207431,"central","D",10015,"1997-10-15",29.01,2.86,2.92,9.56017314216252,3.68782152639186,2.04,1.52,3.48
"2017135",2017135,"central","A",10082,"2004-07-06",11.18,3.23,1.75,1.14059347842894,1.63414627699469,2.19,1.46,1.5
"1324852",1324852,"north","B",10025,"1999-06-08",13.07,7.59,6.85,3.83397851279818,2.41108943370788,5.56,1.72,2.07
"2452946",2452946,"south","C",10118,"1999-05-27",8.13,4.99,3.99,2.25783673375384,0.00159427688637872,3.59,1.59,1.56
"1060200",1060200,"north","B",10003,"1999-08-21",16.45,7.24,5.96,3.05185071910672,0.00262698504632819,5.37,1.82,2.34
"730108",730108,"south","D",9975,"1997-10-26",24.65,4.18,3.76,10.3284983693694,0.702880408257026,3.09,1.62,3.58
"2366539",2366539,"south","D",10111,"1997-08-30",19.89,4.23,3.85,7.94263289506106,4.04086383372423e-05,3.03,1.55,2.72
"1964723",1964723,"north","A",10078,"2000-04-11",0,0.68,0.66,8.37309010603911,0.411053312757175,0.46,1,0.34
"1461752",1461752,"central","B",10036,"2004-10-30",10.98,2.82,3.49,3.9677427864144,0.900424787522911,2.01,1.44,1.45
"577836",577836,"north","D",9963,"1999-05-28",10.79,7.23,7.12,4.30805444355499,0.0164146949874439,5.18,1.61,1.51
"1179418",1179418,"north","D",10013,"1997-10-17",19.65,7.01,5.77,4.28015303922647,0.0297654037076427,4.76,1.57,3.06
"132182",132182,"south","A",9925,"2007-05-11",0,2.98,3.27,3.51845185728553,4.44902996453946,1.99,1.46,0.65
"258242",258242,"central","B",9936,"2000-09-30",18.95,2.26,1.92,7.40512464492307,0.00609768949440901,1.43,1.44,2.59
"544313",544313,"north","C",9960,"2007-08-05",3.58,2.81,2.64,2.87474540242227,0.887285302922455,1.92,1.38,0.75
"1925828",1925828,"north","D",10075,"2000-09-08",40.51,6.38,4.66,12.888633664436,2.25242512731838,4.25,1.63,4.87
"913665",913665,"south","A",9990,"1997-10-10",26.36,3.77,3.81,6.11433857581489,2.79332295188542,2.79,1.64,2.98
"517065",517065,"south","A",9957,"2004-06-28",21.87,5.71,4.64,5.37888713551967,0,4.19,1.66,2.23
"1021215",1021215,"south","C",9999,"2000-05-23",2.3,1.36,1.37,1.19581242038145,0.439749874906275,0.93,1.1,0.53
"1052815",1052815,"central","C",10002,"2007-09-24",14.27,2.84,3.47,4.0900096911608,0.300773351276696,1.88,1.3,1.72
"2510112",2510112,"central","A",10123,"1999-07-08",7.14,7.09,6.44,2.57933154109809,0.0112775071663215,4.78,1.54,2.35
"2172531",2172531,"central","C",10095,"2004-04-30",0,0.69,0.73,2.28673723854176,0.00459056918647419,0.47,1.06,0.32
"1631141",1631141,"central","C",10050,"2004-08-03",18.41,3.84,2.08,4.34561754436776,0.472245734807558,2.73,1.65,2.26
"1193982",1193982,"north","C",10014,"2004-10-18",32.3,4.03,4.18,11.40617350383,0,2.84,1.5,3.76
"2266688",2266688,"central","D",10103,"2000-08-16",10.84,2.04,1.66,4.08730686846411,0.0131253400511689,1.48,1.24,1.73
"866968",866968,"north","D",9987,"2004-04-26",0,0.66,0.6,3.51093139248489,9.35862066342171,0.53,1.01,0.36
"1085766",1085766,"north","C",10005,"2007-07-04",3.9,2.78,2.82,2.93377771491586,0,2,1.6,0.71
"1246358",1246358,"central","A",10018,"1997-04-21",0,0.4,0.34,6.81089489947186,1.048119069228,0.3,0.9,0.26
"1802300",1802300,"south","B",10064,"1999-10-23",11.86,3.29,5.39,3.98073464210389,0.00534037895849293,2.33,1.51,1.93
"533408",533408,"central","D",9959,"1997-04-23",0,0.29,0.27,3.37781794842076,0.0722780656680407,0.18,0.93,0.23
"390256",390256,"central","B",9947,"1999-05-04",3.67,4.82,4.77,3.80496926523522,0.0116345284544807,3.28,1.63,0.91
"294966",294966,"central","C",9939,"1997-10-18",27.91,3.94,2.29,7.24089459750613,0.0710546771844134,2.65,1.7,3.21
"2401673",2401673,"central","A",10114,"1997-09-15",19.69,6.83,5.75,2.29338119602702,0.00518323503784695,4.51,1.7,2.53
"710978",710978,"north","B",9974,"1997-06-27",10.37,4.95,5.12,2.12167444497795,0.019258538534512,3.79,1.62,1.58
"1621642",1621642,"south","B",10049,"1999-05-13",3.78,5.15,5.18,4.19228223337658,8.46554193334497,3.5,1.53,0.9
"1225187",1225187,"south","B",10016,"2007-07-08",2.77,2.44,1.95,2.43649142848531,0,1.51,1.38,0.67
"2714640",2714640,"central","A",10140,"1999-06-05",11.62,7.83,7.32,3.74093997435576,1.66951851107858,5.82,1.58,2.06
"325790",325790,"north","D",9942,"2007-09-03",10.79,2.91,2.31,6.26398041785559,0.00192511687748146,2.02,1.3,1.97
"649783",649783,"north","D",9969,"1997-04-17",0,0,0,7.54053672696277,0,0,0.83,0.06
"2141300",2141300,"south","A",10092,"2000-05-19",0,1.31,1.39,1.28504300740393,0.529263797006077,0.95,1.13,0.51
"2408482",2408482,"north","B",10115,"2007-09-21",17.68,3.2,2.93,8.04777543771542,0.000396483386408156,2.06,1.39,2.34
"1290636",1290636,"north","A",10022,"1997-10-12",26.56,4.28,3.83,8.95786023580969,0.0125093486775499,3.15,1.76,3.38
"2372201",2372201,"north","B",10112,"2004-09-16",21.33,4.33,2.57,7.33601389312599,2.57038514852429,2.91,1.57,3.38
"2707281",2707281,"south","A",10139,"2007-06-17",5.46,3.76,3.39,2.14300063141119,0.0025533625929922,2.5,1.76,1.19
"9957",9957,"south","B",9915,"2007-10-19",4.02,2.57,2.32,3.01539291873053,23.6697433940338,1.83,1.4,0.64
"2665867",2665867,"central","C",10136,"2004-04-13",0,0,0,3.38727945424786,0,0,0.79,0.04
"476464",476464,"central","A",9954,"1999-04-28",3.41,3.4,3.35,5.99600139711174,16.7673035274324,2.41,1.44,0.62
"2033512",2033512,"south","A",10083,"2007-09-04",10.38,3.04,2.89,3.20346245390018,0.0295551255073446,2.23,1.42,1.41
"28409",28409,"central","D",9917,"1999-10-14",14.46,2.48,3.74,2.80135128681671,0.0153770661193537,1.9,1.42,1.91
"576160",576160,"south","C",9962,"2004-05-09",0.37,2.71,2.87,5.24084268021837,0,1.99,1.44,0.62
"2618178",2618178,"central","A",10132,"1997-06-18",7.78,5.14,4.92,2.37224439218256,0.00707105669552679,3.46,1.47,1.25
"252926",252926,"north","D",9936,"1999-05-09",4.64,5.08,5.4,5.91792766653763,0.354682249936107,3.7,1.41,0.95
"363397",363397,"north","C",9945,"2000-06-15",9.15,3.7,3.55,2.01529427143233,11.4493368402742,2.72,1.47,1.3
"759404",759404,"north","B",9978,"1999-09-19",20.05,8.08,6.77,3.00992583168942,0.0116797451595232,5.57,1.59,2.36
"1072294",1072294,"north","B",10004,"1999-10-21",15.98,6.5,6.93,3.72091457559529,0.00963983226250826,4.98,1.67,2.51
"713437",713437,"north","A",9974,"2000-09-04",25.05,3.95,3.84,9.29972077066822,0.106036659526908,2.77,1.67,3
"2290371",2290371,"central","D",10105,"1997-09-15",26.3,4.6,4.15,9.62241442319474,0.00566812843788776,3.24,1.58,3.32
"787934",787934,"central","B",9980,"2007-04-22",0,1.14,1.1,5.04395419433043,0,0.73,1.16,0.42
"624167",624167,"south","C",9966,"2000-07-03",5.28,2,1.41,1.755354371097,1.39384700163959,1.35,1.4,1.13
"1315857",1315857,"central","D",10024,"1999-07-23",16.11,5.91,4.53,2.27866382636034,0.120411020303467,3.88,1.63,2.15
"2367987",2367987,"south","B",10111,"2000-08-19",26.47,3.82,2.86,8.25348557682989,5.74012480858409,3,1.58,3.11
"1294928",1294928,"central","A",10022,"2000-05-19",2.07,2.52,2.32,1.2651458727197,43.5303928958978,1.59,1.51,0.56
"30776",30776,"central","C",9917,"2004-08-27",21.23,3.63,2.2,5.78197302062761,0.190722113369185,2.52,1.6,2.46
"8525",8525,"south","D",9915,"2000-09-24",23.65,3.85,3.13,8.05397034571195,5.89562771415135,2.47,1.41,3.1
"2529056",2529056,"north","C",10125,"1999-03-28",0,0.25,0.27,9.26365441709457,4.95578984557813e-05,0.17,0.9,0.22
"2441394",2441394,"south","C",10117,"2004-09-05",18.29,4.38,3.25,5.72060244505022,0.00247001116237505,3.25,1.53,2.31
"111437",111437,"north","A",9924,"1999-04-12",0,1.66,1.69,7.13852538153487,7.57241043964112,1.25,1.29,0.49
"785244",785244,"north","A",9980,"1997-10-06",23.31,4.29,3.35,8.64825530204568,0.00470527971573919,2.96,1.53,2.85
"1158334",1158334,"north","A",10011,"1999-05-08",2.47,3.79,3.86,3.66033065450618,1.55441849992008,2.72,1.48,0.66
"616193",616193,"north","C",9966,"2000-09-26",23.03,3.73,3.4,8.40230979705966,9.62112211905003,2.76,1.57,2.93
"780672",780672,"south","C",9979,"2000-09-17",19.24,2.29,1.74,6.38307145229555,0.0030869553057219,1.73,1.34,2.07
"1203465",1203465,"north","D",10015,"1997-09-28",21.16,6.39,5.88,2.28756937413963,0.000722204765581298,4.51,1.55,2.73
"946205",946205,"central","A",9993,"2004-07-13",10.03,3.24,1.74,1.66934170440355,0.900532271641735,2.26,1.38,1.58
"958812",958812,"south","D",9994,"1999-06-07",12.2,6.2,6.41,3.30946126349369,0.165445668628507,4.31,1.55,1.74
"1782103",1782103,"north","B",10063,"1999-06-05",10.63,6.98,6.99,3.71698988761874,2.9716795991655,5.3,1.65,1.62
"2028952",2028952,"central","A",10083,"2000-05-30",1.04,2.65,2.11,1.06565786376101,0.116224154925346,1.85,1.39,0.63
"1456130",1456130,"north","D",10036,"1997-08-31",21.59,5.99,5.17,4.29706752996824,2.58047508798649,4.18,1.68,2.51
"763263",763263,"central","B",9978,"1999-04-18",0,2.48,2.35,5.01179889716422,0.0280293826635657,1.76,1.41,0.55
"1706524",1706524,"south","B",10056,"2007-07-25",1.01,2.55,2.18,2.86921562542172,0.00231944821402166,1.96,1.48,0.65
"1372769",1372769,"north","B",10029,"1997-06-03",2.76,4.09,4.55,2.91139597152276,0.0636741562281733,2.79,1.49,0.78
"902006",902006,"south","A",9989,"2000-09-01",18.77,2.67,1.83,6.0094500936388,0.00198924253173095,1.85,1.48,2.27
"692581",692581,"central","C",9972,"2004-08-17",21.76,3.73,2.19,5.42616860741035,0.0694424121926327,2.53,1.6,2.67
"447785",447785,"north","C",9952,"2004-05-20",3.16,3,3.16,3.81274795192715,4.61977951199164,2.24,1.52,0.66
"2378149",2378149,"central","A",10112,"2004-07-30",17.63,3.59,1.93,3.92903122361972,0.00906209747964788,2.55,1.58,2.35
"306000",306000,"central","B",9940,"1999-04-09",0,1.25,1.19,4.76959139143693,0.304869927762748,0.83,1.21,0.38
"303472",303472,"north","C",9940,"2004-08-11",24.47,4.51,3.58,8.15792038846924,2.95351468855467,3.21,1.45,2.99
"361590",361590,"north","D",9945,"2004-05-04",0,0.97,1.05,3.15034880027194,0.00178228153384952,0.78,1.14,0.39
"477425",477425,"south","D",9954,"1999-04-01",0,0.72,0.71,8.76772980946428,0.0169155648546549,0.46,1.01,0.41
"2330799",2330799,"south","D",10108,"2000-06-21",10.88,3.74,2.83,1.28051384819379,21.1157850026043,2.43,1.58,1.39
"1645437",1645437,"south","D",10051,"2007-10-16",3.36,2.18,2.15,2.48155844592439,0.213989147720119,1.61,1.37,0.65
"1043825",1043825,"south","B",10001,"1997-04-28",0,1.21,1.08,6.30091771860878,2.29312819254226,0.84,1.07,0.4
"2542451",2542451,"north","A",10126,"2000-09-02",20.5,3.87,3.81,8.91487636340263,0.00158940459447782,2.65,1.48,2.71
"264639",264639,"south","A",9936,"2007-08-13",8.75,3.84,3.37,3.40184310547625,0,2.7,1.52,1.44
"823628",823628,"central","B",9983,"2000-04-18",0,0.33,0.3,2.40304431455425,11.2235366956417,0.21,0.85,0.24
"2535021",2535021,"south","D",10125,"1997-09-19",26.66,4.36,4.57,9.85154212103439,1.32883748764634,3.06,1.61,3.32
"2676151",2676151,"central","D",10137,"2007-06-17",1.83,3.6,3.34,2.35113740753124,0.00224382236458125,2.5,1.38,1.14
"647905",647905,"south","C",9968,"1997-09-26",19.74,4.21,3.15,6.73106087813434,0.0083077534478325,2.79,1.66,2.75
"2428977",2428977,"south","C",10116,"1999-09-01",15.22,5.04,4.47,2.56473380471952,0,3.58,1.55,2.06
"1798924",1798924,"central","C",10064,"1997-05-04",0,1.13,1.17,4.62985177899807,6.56976966139504,0.84,1.11,0.42
"591500",591500,"north","B",9964,"2007-09-22",16.22,2.96,2.51,7.6620804155693,0.0317833490019413,1.79,1.45,2.11
"355433",355433,"central","C",9944,"2000-07-03",13.91,4.72,2.94,0.870385315552567,15.5681131578021,3.61,1.53,1.93
"1430443",1430443,"south","C",10033,"2000-09-06",10.43,2.21,1.56,5.96297030010614,0.00207182512264778,1.48,1.32,2.02
"1426693",1426693,"central","C",10033,"2007-05-31",0,1.87,1.95,2.08923931542969,0.130052750008404,1.25,1.45,0.52
"545797",545797,"central","D",9960,"1999-09-13",10.76,4.46,4.3,2.37010509871616,0.446972568601903,3.3,1.56,1.92
"1192343",1192343,"north","B",10014,"1997-08-11",15.65,5.63,5.47,1.89102833053534,0.525229904161664,4.23,1.64,2.19
"1163927",1163927,"south","D",10011,"2004-10-13",23.1,3.63,3.1,9.90482261222827,8.15171366218281,2.43,1.55,3.03
"1428088",1428088,"south","D",10033,"1999-05-27",9.3,5.43,5.17,3.46992241222479,0.0179315874471867,4.02,1.66,1.45
"2488668",2488668,"south","B",10121,"2007-07-24",2.48,2.11,1.95,2.57787840657741,0,1.52,1.29,0.72
"823783",823783,"central","B",9983,"2000-09-20",15.33,2.31,1.9,6.81025259512178,0.00308695530654456,1.73,1.35,2.4
"881246",881246,"north","C",9988,"2007-08-14",3.88,2.52,2.29,3.07020447574714,0,1.79,1.47,0.81
"199445",199445,"central","C",9931,"2007-09-26",17.86,2.76,2.68,7.53307633367907,10.9974200394077,1.85,1.43,2.18
"661249",661249,"south","A",9969,"2000-05-27",1.81,1.99,1.81,1.48378299817617,15.1413746952129,1.31,1.29,0.71
"1963885",1963885,"north","C",10078,"2000-09-22",20.98,3.48,3.63,8.73513010857627,1.21125363684451,2.57,1.35,2.58
"1244171",1244171,"central","D",10018,"2007-04-25",0,1.29,1.46,4.67836253170096,2.30696098997896,0.87,1.23,0.45
"426184",426184,"central","B",9950,"1997-06-15",8.12,3.91,3.37,1.98807960262695,17.2856132960775,2.85,1.51,1.25
"2675151",2675151,"north","A",10137,"2007-07-23",2.69,2.44,2.35,2.96853796396867,0.00115494137073385,1.87,1.38,0.69
"2048628",2048628,"north","A",10085,"1997-07-17",11.2,4.77,4.19,3.41275526915201,0.0154555314801861,3.24,1.58,2.02
"1713061",1713061,"central","D",10057,"2000-04-29",0,0.54,0.51,1.57360614665684,8.3656352074794,0.34,0.97,0.25
"1819151",1819151,"north","C",10066,"1999-05-09",3.74,4.04,3.86,3.72861888391544,0.0133382099571754,2.93,1.55,0.66
"558169",558169,"central","D",9961,"2004-08-03",9.89,5.24,4.02,4.11433940699215,0.00808824709117897,3.9,1.58,2.07
"855555",855555,"north","B",9986,"1999-05-29",10.69,6.77,6.46,3.96065038193174,6.77262905909438e-05,4.96,1.76,1.65
"402137",402137,"central","B",9948,"1997-07-04",7.69,4.37,3.04,1.77840575600135,0.00715983455578176,2.8,1.5,1.69
"746034",746034,"south","A",9976,"2007-10-27",4.83,2.32,2.05,2.58095194241322,4.96189767178469,1.44,1.31,0.89
"2510175",2510175,"central","A",10123,"1999-09-09",16.07,6.47,6.16,2.57933154109809,0.132162341424791,4.79,1.7,2.3
"600121",600121,"south","C",9964,"2000-07-23",8.76,2.01,1.48,2.97261946705206,0.0108815319655963,1.26,1.3,1.56
"1102269",1102269,"central","A",10006,"1999-07-26",15.84,6.17,4.76,2.25417802753827,0.0283242968766349,4.44,1.75,1.98
"1895540",1895540,"central","C",10072,"1999-09-23",19.53,7.42,5.71,2.84066162091489,0.00345424739752861,4.97,1.76,2.42
"192470",192470,"south","A",9930,"2007-09-11",10.26,3.43,3.09,3.07449420294344,4.32971556968734,2.46,1.35,1.43
"300708",300708,"south","A",9939,"2007-07-14",6.82,2.75,2.22,0.790764815480627,0,1.87,1.52,1
"2637624",2637624,"north","C",10134,"2000-06-05",5.55,3.14,2.75,1.80720801091153,5.12805389928164,2.19,1.46,1.07
"133213",133213,"north","D",9926,"2007-07-16",6.58,2.57,2.23,2.9473019946277,0.000972447942118781,1.73,1.24,1.27
"695564",695564,"south","B",9972,"2004-07-24",19.63,4.66,3.48,7.28127913115112,0.371231826895237,3.14,1.55,2.59
"671080",671080,"south","B",9970,"1999-06-27",14.86,5.96,4.92,3.85007512995985,4.17594784580348,3.99,1.68,1.79
"2285040",2285040,"south","C",10104,"2007-04-12",0,0.37,0.38,6.71116018711264,20.3324059385829,0.28,0.91,0.27
"1903210",1903210,"north","C",10073,"1997-06-24",9.15,3.59,2.93,2.14162236956159,0.0914575079190386,2.36,1.6,1.11
"152429",152429,"south","D",9927,"1997-07-23",15.7,4.31,3.19,3.97844558638511,16.174925472168,2.77,1.51,2.05
"563003",563003,"south","B",9961,"2000-07-16",18.01,4.09,3.1,4.1375681817517,0.00523964465545003,3.09,1.65,2.09
"2450276",2450276,"central","A",10118,"2004-05-20",0,1.45,1.5,1.12674997589542,0.00194330298753994,1.06,1.16,0.47
"2229979",2229979,"central","D",10100,"2007-09-10",5.23,3.05,2.9,3.55034190513318,1.59569799910549,2.04,1.53,0.79
"1651594",1651594,"north","A",10052,"1997-09-10",25.17,4.6,3.68,8.53981673734402,15.6787315748813,3.22,1.54,2.99
"1202409",1202409,"south","A",10014,"1997-08-23",17.34,5.15,3.74,5.15090195389931,0.000958179034522845,3.32,1.63,2.48
"209680",209680,"central","B",9932,"1997-09-13",29.89,5.05,4.02,9.34592737150923,0.0033799190401527,4.01,1.56,3.69
"1037826",1037826,"north","A",10001,"1997-06-17",7.98,3.61,2.89,2.53347853490994,1.63560394686631,2.44,1.32,1.02
"1013138",1013138,"north","C",9999,"2000-05-05",0,2.07,2.13,3.54447694121696,0.0576936974584636,1.34,1.35,0.49
"2136694",2136694,"central","C",10092,"2007-07-24",8.81,2.16,1.68,2.84987590708089,0.00155192788789232,1.4,1.42,1.31
"2513351",2513351,"south","C",10123,"2000-07-06",7.51,2.29,1.7,2.08090237895376,9.25358762035087,1.55,1.27,1.2
"588049",588049,"south","C",9963,"2000-06-14",6.47,1.86,1.37,0.935342582825143,1.63686413527242,1.36,1.23,0.94
"2683917",2683917,"north","D",10138,"2000-09-18",40.83,5.49,3.58,11.768052571197,0,3.63,1.53,4.39
"2471286",2471286,"central","D",10120,"2000-09-22",21.97,2.29,2.03,7.95421086791441,6.55599807407807,1.65,1.31,2.78
"816750",816750,"south","C",9982,"2000-08-27",14.02,2.11,1.6,4.86436513226352,1.03992620448199,1.52,1.29,1.73
"2035554",2035554,"north","C",10084,"1997-06-05",0,2.82,2.84,2.77661413395912,0.00740454986876092,1.85,1.32,0.77
"741095",741095,"central","A",9976,"1997-08-22",18.43,6.51,5.48,1.91569465131645,0.0438657072683719,4.75,1.65,2.37
"678876",678876,"central","B",9971,"1997-06-14",6.9,3.87,3.48,1.77270877646823,18.8425308226807,2.6,1.46,1.12
"755013",755013,"south","D",9977,"2007-11-03",4.14,2.71,2.44,3.12916293399837,0.00321403178545906,2.05,1.55,0.71
"2144185",2144185,"north","C",10093,"1999-09-29",17.19,5.08,4.41,7.27497726518898,15.3323532058032,3.41,1.65,2.72
"2649531",2649531,"north","C",10135,"1999-08-20",16.93,4.78,3.38,6.28631643471719,4.06303080705704,3.17,1.45,2.42
"2349352",2349352,"north","A",10110,"2007-11-02",1.2,2.58,2.26,2.99188344028098,0.00124346873487334,1.78,1.4,0.65
"1926004",1926004,"north","D",10075,"2004-09-05",32.68,4.75,3.17,9.81472717582009,0.692122231944468,3.38,1.63,3.66
